Responder Type,Year,Survey Responder,Survey question,Response option,Percent,N
Age of Firm,2017,6-15 years,Share with outstanding debt,Have outstanding debt,68%,2255
Age of Firm,2017,16+ years,Share with outstanding debt,Have outstanding debt,64%,3593
Age of Firm,2018,0-5 years,Share with outstanding debt,Have outstanding debt,70%,1865
Age of Firm,2018,6-15 years,Share with outstanding debt,Have outstanding debt,73%,1872
Age of Firm,2018,16+ years,Share with outstanding debt,Have outstanding debt,67%,2714
Age of Firm,2019,0-5 years,Share with outstanding debt,Have outstanding debt,70%,1359
Age of Firm,2019,6-15 years,Share with outstanding debt,Have outstanding debt,73%,1650
Age of Firm,2019,16+ years,Share with outstanding debt,Have outstanding debt,71%,2054
Age of Firm,2020,0-5 years,Share with outstanding debt,Have outstanding debt,81%,2270
Age of Firm,2020,6-15 years,Share with outstanding debt,Have outstanding debt,83%,3068
Age of Firm,2020,16+ years,Share with outstanding debt,Have outstanding debt,76%,4105
Age of Firm,2021,0-5 years,Share with outstanding debt,Have outstanding debt,78%,2776
Age of Firm,2021,6-15 years,Share with outstanding debt,Have outstanding debt,73%,3528
Age of Firm,2021,16+ years,Share with outstanding debt,Have outstanding debt,72%,4375
Age of Firm,2022,0-5 years,Share with outstanding debt,Have outstanding debt,74%,2023
Age of Firm,2022,6-15 years,Share with outstanding debt,Have outstanding debt,77%,2591
Age of Firm,2022,16+ years,Share with outstanding debt,Have outstanding debt,67%,3094
Age of Firm,2023,0-5 years,Share with outstanding debt,Have outstanding debt,73%,1256
Age of Firm,2023,6-15 years,Share with outstanding debt,Have outstanding debt,77%,2024
Age of Firm,2023,16+ years,Share with outstanding debt,Have outstanding debt,66%,2779
Credit Risk,2017,Low credit risk,Actions taken in response to financial challenges,Used personal funds,65%,2088
Credit Risk,2017,Medium credit risk,Actions taken in response to financial challenges,Used personal funds,76%,1103
Credit Risk,2017,High credit risk,Actions taken in response to financial challenges,Used personal funds,84%,323
Credit Risk,2018,Low credit risk,Actions taken in response to financial challenges,Used personal funds,65%,1575
Credit Risk,2018,Medium credit risk,Actions taken in response to financial challenges,Used personal funds,76%,984
Credit Risk,2018,High credit risk,Actions taken in response to financial challenges,Used personal funds,80%,296
Credit Risk,2020,Low credit risk,Actions taken in response to financial challenges,Used personal funds,61%,3708
Credit Risk,2020,Medium credit risk,Actions taken in response to financial challenges,Used personal funds,72%,1744
Credit Risk,2020,High credit risk,Actions taken in response to financial challenges,Used personal funds,86%,471
Credit Risk,2021,Low credit risk,Actions taken in response to financial challenges,Used personal funds,58%,4344
Credit Risk,2021,Medium credit risk,Actions taken in response to financial challenges,Used personal funds,74%,2092
Credit Risk,2021,High credit risk,Actions taken in response to financial challenges,Used personal funds,79%,618
Credit Risk,2022,Low credit risk,Actions taken in response to financial challenges,Used personal funds,49%,3479
Credit Risk,2022,Medium credit risk,Actions taken in response to financial challenges,Used personal funds,73%,1655
Credit Risk,2022,High credit risk,Actions taken in response to financial challenges,Used personal funds,80%,520
Credit Risk,2023,Low credit risk,Actions taken in response to financial challenges,Used personal funds,49%,2852
Credit Risk,2023,Medium credit risk,Actions taken in response to financial challenges,Used personal funds,77%,1159
Credit Risk,2023,High credit risk,Actions taken in response to financial challenges,Used personal funds,79%,345
Credit Risk,2017,Low credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",34%,3714
Credit Risk,2017,Medium credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",54%,1296
Credit Risk,2017,High credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",42%,339
Credit Risk,2018,Low credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",35%,2878
Credit Risk,2018,Medium credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",51%,1166
Credit Risk,2018,High credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",47%,303
Credit Risk,2019,Low credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",35%,2202
Credit Risk,2019,Medium credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",54%,931
Credit Risk,2019,High credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",56%,282
Credit Risk,2020,Low credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",26%,4619
Credit Risk,2020,Medium credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",39%,1830
Credit Risk,2020,High credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",43%,463
Credit Risk,2021,Low credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",23%,5024
Credit Risk,2021,Medium credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",37%,2138
Credit Risk,2021,High credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",46%,618
Credit Risk,2022,Low credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",40%,3673
Credit Risk,2022,Medium credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",56%,1675
Credit Risk,2022,High credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",60%,531
Credit Risk,2023,Low credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",35%,3042
Credit Risk,2023,Medium credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",57%,1181
Credit Risk,2023,High credit risk,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",64%,347
Credit Risk,2017,Low credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),65%,1295
Credit Risk,2017,Medium credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),42%,658
Credit Risk,2017,High credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),27%,164
Credit Risk,2018,Low credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),68%,1055
Credit Risk,2018,Medium credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),41%,597
Credit Risk,2018,High credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),20%,144
Credit Risk,2019,Low credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),73%,836
Credit Risk,2019,Medium credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),50%,485
Credit Risk,2019,High credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),29%,153
Credit Risk,2020,Low credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),63%,1160
Credit Risk,2020,Medium credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),32%,694
Credit Risk,2020,High credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),14%,188
Credit Risk,2021,Low credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),58%,1089
Credit Risk,2021,Medium credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),34%,700
Credit Risk,2021,High credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),14%,252
Credit Risk,2022,Low credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),60%,1400
Credit Risk,2022,Medium credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),37%,851
Credit Risk,2022,High credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),19%,299
Credit Risk,2023,Low credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),62%,980
Credit Risk,2023,Medium credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),33%,623
Credit Risk,2023,High credit risk,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),13%,204
Credit Risk,2020,Low credit risk,Current financial condition,Poor or fair,52%,4708
Credit Risk,2020,Medium credit risk,Current financial condition,Poor or fair,72%,1866
Credit Risk,2020,High credit risk,Current financial condition,Poor or fair,92%,477
Credit Risk,2021,Low credit risk,Current financial condition,Poor or fair,52%,5129
Credit Risk,2021,Medium credit risk,Current financial condition,Poor or fair,76%,2190
Credit Risk,2021,High credit risk,Current financial condition,Poor or fair,88%,635
Credit Risk,2022,Low credit risk,Current financial condition,Poor or fair,50%,3673
Credit Risk,2022,Medium credit risk,Current financial condition,Poor or fair,74%,1675
Credit Risk,2022,High credit risk,Current financial condition,Poor or fair,88%,531
Credit Risk,2023,Low credit risk,Current financial condition,Poor or fair,49%,3041
Credit Risk,2023,Medium credit risk,Current financial condition,Poor or fair,74%,1181
Credit Risk,2023,High credit risk,Current financial condition,Poor or fair,86%,347
Credit Risk,2017,Low credit risk,"Employment change, prior 12 months",Increased,36%,3490
Credit Risk,2017,Medium credit risk,"Employment change, prior 12 months",Increased,36%,1212
Credit Risk,2017,High credit risk,"Employment change, prior 12 months",Increased,28%,312
Credit Risk,2018,Low credit risk,"Employment change, prior 12 months",Increased,38%,2691
Credit Risk,2018,Medium credit risk,"Employment change, prior 12 months",Increased,38%,1095
Credit Risk,2018,High credit risk,"Employment change, prior 12 months",Increased,31%,277
Credit Risk,2019,Low credit risk,"Employment change, prior 12 months",Increased,39%,2072
Credit Risk,2019,Medium credit risk,"Employment change, prior 12 months",Increased,36%,857
Credit Risk,2019,High credit risk,"Employment change, prior 12 months",Increased,34%,263
Credit Risk,2020,Low credit risk,"Employment change, prior 12 months",Increased,13%,4610
Credit Risk,2020,Medium credit risk,"Employment change, prior 12 months",Increased,11%,1806
Credit Risk,2020,High credit risk,"Employment change, prior 12 months",Increased,7%,459
Credit Risk,2021,Low credit risk,"Employment change, prior 12 months",Increased,26%,5023
Credit Risk,2021,Medium credit risk,"Employment change, prior 12 months",Increased,22%,2091
Credit Risk,2021,High credit risk,"Employment change, prior 12 months",Increased,15%,604
Credit Risk,2022,Low credit risk,"Employment change, prior 12 months",Increased,31%,3563
Credit Risk,2022,Medium credit risk,"Employment change, prior 12 months",Increased,29%,1585
Credit Risk,2022,High credit risk,"Employment change, prior 12 months",Increased,25%,497
Credit Risk,2023,Low credit risk,"Employment change, prior 12 months",Increased,30%,2983
Credit Risk,2023,Medium credit risk,"Employment change, prior 12 months",Increased,31%,1145
Credit Risk,2023,High credit risk,"Employment change, prior 12 months",Increased,27%,332
Credit Risk,2017,Low credit risk,"Employment expectations, next 12 months",Will increase,48%,3512
Credit Risk,2017,Medium credit risk,"Employment expectations, next 12 months",Will increase,53%,1221
Credit Risk,2017,High credit risk,"Employment expectations, next 12 months",Will increase,47%,313
Credit Risk,2018,Low credit risk,"Employment expectations, next 12 months",Will increase,45%,2807
Credit Risk,2018,Medium credit risk,"Employment expectations, next 12 months",Will increase,49%,1137
Credit Risk,2018,High credit risk,"Employment expectations, next 12 months",Will increase,53%,292
Credit Risk,2019,Low credit risk,"Employment expectations, next 12 months",Will increase,44%,2163
Credit Risk,2019,Medium credit risk,"Employment expectations, next 12 months",Will increase,52%,907
Credit Risk,2019,High credit risk,"Employment expectations, next 12 months",Will increase,56%,266
Credit Risk,2020,Low credit risk,"Employment expectations, next 12 months",Will increase,32%,4617
Credit Risk,2020,Medium credit risk,"Employment expectations, next 12 months",Will increase,37%,1813
Credit Risk,2020,High credit risk,"Employment expectations, next 12 months",Will increase,33%,458
Credit Risk,2021,Low credit risk,"Employment expectations, next 12 months",Will increase,41%,5049
Credit Risk,2021,Medium credit risk,"Employment expectations, next 12 months",Will increase,43%,2114
Credit Risk,2021,High credit risk,"Employment expectations, next 12 months",Will increase,40%,613
Credit Risk,2022,Low credit risk,"Employment expectations, next 12 months",Will increase,37%,3590
Credit Risk,2022,Medium credit risk,"Employment expectations, next 12 months",Will increase,43%,1600
Credit Risk,2022,High credit risk,"Employment expectations, next 12 months",Will increase,47%,504
Credit Risk,2023,Low credit risk,"Employment expectations, next 12 months",Will increase,37%,2997
Credit Risk,2023,Medium credit risk,"Employment expectations, next 12 months",Will increase,44%,1157
Credit Risk,2023,High credit risk,"Employment expectations, next 12 months",Will increase,45%,338
Credit Risk,2017,Low credit risk,"Profitability, end of prior year",Operating at a profit,62%,3584
Credit Risk,2017,Medium credit risk,"Profitability, end of prior year",Operating at a profit,48%,1236
Credit Risk,2017,High credit risk,"Profitability, end of prior year",Operating at a profit,35%,307
Credit Risk,2018,Low credit risk,"Profitability, end of prior year",Operating at a profit,63%,2775
Credit Risk,2018,Medium credit risk,"Profitability, end of prior year",Operating at a profit,46%,1097
Credit Risk,2018,High credit risk,"Profitability, end of prior year",Operating at a profit,29%,274
Credit Risk,2019,Low credit risk,"Profitability, end of prior year",Operating at a profit,63%,2143
Credit Risk,2019,Medium credit risk,"Profitability, end of prior year",Operating at a profit,49%,879
Credit Risk,2019,High credit risk,"Profitability, end of prior year",Operating at a profit,30%,264
Credit Risk,2020,Low credit risk,"Profitability, end of prior year",Operating at a profit,69%,4559
Credit Risk,2020,Medium credit risk,"Profitability, end of prior year",Operating at a profit,58%,1781
Credit Risk,2020,High credit risk,"Profitability, end of prior year",Operating at a profit,45%,441
Credit Risk,2021,Low credit risk,"Profitability, end of prior year",Operating at a profit,40%,4882
Credit Risk,2021,Medium credit risk,"Profitability, end of prior year",Operating at a profit,21%,2036
Credit Risk,2021,High credit risk,"Profitability, end of prior year",Operating at a profit,17%,558
Credit Risk,2022,Low credit risk,"Profitability, end of prior year",Operating at a profit,52%,3553
Credit Risk,2022,Medium credit risk,"Profitability, end of prior year",Operating at a profit,28%,1589
Credit Risk,2022,High credit risk,"Profitability, end of prior year",Operating at a profit,20%,498
Credit Risk,2023,Low credit risk,"Profitability, end of prior year",Operating at a profit,54%,2967
Credit Risk,2023,Medium credit risk,"Profitability, end of prior year",Operating at a profit,26%,1133
Credit Risk,2023,High credit risk,"Profitability, end of prior year",Operating at a profit,18%,326
Credit Risk,2017,Low credit risk,"Revenue change, prior 12 months",Increased,53%,3633
Credit Risk,2017,Medium credit risk,"Revenue change, prior 12 months",Increased,56%,1273
Credit Risk,2017,High credit risk,"Revenue change, prior 12 months",Increased,45%,329
Credit Risk,2018,Low credit risk,"Revenue change, prior 12 months",Increased,57%,2803
Credit Risk,2018,Medium credit risk,"Revenue change, prior 12 months",Increased,61%,1137
Credit Risk,2018,High credit risk,"Revenue change, prior 12 months",Increased,50%,291
Credit Risk,2019,Low credit risk,"Revenue change, prior 12 months",Increased,59%,2133
Credit Risk,2019,Medium credit risk,"Revenue change, prior 12 months",Increased,56%,904
Credit Risk,2019,High credit risk,"Revenue change, prior 12 months",Increased,49%,275
Credit Risk,2020,Low credit risk,"Revenue change, prior 12 months",Increased,15%,4654
Credit Risk,2020,Medium credit risk,"Revenue change, prior 12 months",Increased,12%,1853
Credit Risk,2020,High credit risk,"Revenue change, prior 12 months",Increased,7%,468
Credit Risk,2021,Low credit risk,"Revenue change, prior 12 months",Increased,42%,5000
Credit Risk,2021,Medium credit risk,"Revenue change, prior 12 months",Increased,32%,2138
Credit Risk,2021,High credit risk,"Revenue change, prior 12 months",Increased,22%,617
Credit Risk,2022,Low credit risk,"Revenue change, prior 12 months",Increased,47%,3551
Credit Risk,2022,Medium credit risk,"Revenue change, prior 12 months",Increased,40%,1618
Credit Risk,2022,High credit risk,"Revenue change, prior 12 months",Increased,35%,506
Credit Risk,2023,Low credit risk,"Revenue change, prior 12 months",Increased,45%,2912
Credit Risk,2023,Medium credit risk,"Revenue change, prior 12 months",Increased,40%,1123
Credit Risk,2023,High credit risk,"Revenue change, prior 12 months",Increased,37%,331
Credit Risk,2017,Low credit risk,"Revenue expectations, next 12 months",Will increase,72%,3673
Credit Risk,2017,Medium credit risk,"Revenue expectations, next 12 months",Will increase,78%,1278
Credit Risk,2017,High credit risk,"Revenue expectations, next 12 months",Will increase,76%,333
Credit Risk,2018,Low credit risk,"Revenue expectations, next 12 months",Will increase,72%,2816
Credit Risk,2018,Medium credit risk,"Revenue expectations, next 12 months",Will increase,78%,1144
Credit Risk,2018,High credit risk,"Revenue expectations, next 12 months",Will increase,76%,296
Credit Risk,2019,Low credit risk,"Revenue expectations, next 12 months",Will increase,69%,2114
Credit Risk,2019,Medium credit risk,"Revenue expectations, next 12 months",Will increase,73%,903
Credit Risk,2019,High credit risk,"Revenue expectations, next 12 months",Will increase,75%,269
Credit Risk,2020,Low credit risk,"Revenue expectations, next 12 months",Will increase,42%,4686
Credit Risk,2020,Medium credit risk,"Revenue expectations, next 12 months",Will increase,45%,1860
Credit Risk,2020,High credit risk,"Revenue expectations, next 12 months",Will increase,39%,475
Credit Risk,2021,Low credit risk,"Revenue expectations, next 12 months",Will increase,60%,5040
Credit Risk,2021,Medium credit risk,"Revenue expectations, next 12 months",Will increase,59%,2148
Credit Risk,2021,High credit risk,"Revenue expectations, next 12 months",Will increase,53%,619
Credit Risk,2022,Low credit risk,"Revenue expectations, next 12 months",Will increase,55%,3588
Credit Risk,2022,Medium credit risk,"Revenue expectations, next 12 months",Will increase,60%,1634
Credit Risk,2022,High credit risk,"Revenue expectations, next 12 months",Will increase,68%,516
Credit Risk,2023,Low credit risk,"Revenue expectations, next 12 months",Will increase,56%,2956
Credit Risk,2023,Medium credit risk,"Revenue expectations, next 12 months",Will increase,63%,1140
Credit Risk,2023,High credit risk,"Revenue expectations, next 12 months",Will increase,64%,333
Credit Risk,2017,Low credit risk,Share that experienced a financial challenge,Experienced a financial challenge,60%,3679
Credit Risk,2017,Medium credit risk,Share that experienced a financial challenge,Experienced a financial challenge,85%,1293
Credit Risk,2017,High credit risk,Share that experienced a financial challenge,Experienced a financial challenge,95%,339
Credit Risk,2018,Low credit risk,Share that experienced a financial challenge,Experienced a financial challenge,57%,2820
Credit Risk,2018,Medium credit risk,Share that experienced a financial challenge,Experienced a financial challenge,85%,1154
Credit Risk,2018,High credit risk,Share that experienced a financial challenge,Experienced a financial challenge,99%,302
Credit Risk,2019,Low credit risk,Share that experienced a financial challenge,Experienced a financial challenge,60%,2179
Credit Risk,2019,Medium credit risk,Share that experienced a financial challenge,Experienced a financial challenge,83%,926
Credit Risk,2019,High credit risk,Share that experienced a financial challenge,Experienced a financial challenge,95%,281
Credit Risk,2020,Low credit risk,Share that experienced a financial challenge,Experienced a financial challenge,77%,4696
Credit Risk,2020,Medium credit risk,Share that experienced a financial challenge,Experienced a financial challenge,95%,1872
Credit Risk,2020,High credit risk,Share that experienced a financial challenge,Experienced a financial challenge,99%,479
Credit Risk,2021,Low credit risk,Share that experienced a financial challenge,Experienced a financial challenge,83%,5099
Credit Risk,2021,Medium credit risk,Share that experienced a financial challenge,Experienced a financial challenge,95%,2185
Credit Risk,2021,High credit risk,Share that experienced a financial challenge,Experienced a financial challenge,97%,633
Credit Risk,2022,Low credit risk,Share that experienced a financial challenge,Experienced a financial challenge,93%,3660
Credit Risk,2022,Medium credit risk,Share that experienced a financial challenge,Experienced a financial challenge,98%,1670
Credit Risk,2022,High credit risk,Share that experienced a financial challenge,Experienced a financial challenge,99%,531
Credit Risk,2023,Low credit risk,Share that experienced a financial challenge,Experienced a financial challenge,92%,3030
Credit Risk,2023,Medium credit risk,Share that experienced a financial challenge,Experienced a financial challenge,99%,1179
Credit Risk,2023,High credit risk,Share that experienced a financial challenge,Experienced a financial challenge,100%,346
Credit Risk,2017,Low credit risk,Share with outstanding debt,Have outstanding debt,69%,3663
Credit Risk,2017,Medium credit risk,Share with outstanding debt,Have outstanding debt,80%,1279
Credit Risk,2017,High credit risk,Share with outstanding debt,Have outstanding debt,78%,335
Credit Risk,2018,Low credit risk,Share with outstanding debt,Have outstanding debt,70%,2838
Credit Risk,2018,Medium credit risk,Share with outstanding debt,Have outstanding debt,82%,1151
Credit Risk,2018,High credit risk,Share with outstanding debt,Have outstanding debt,75%,295
Credit Risk,2019,Low credit risk,Share with outstanding debt,Have outstanding debt,73%,2183
Credit Risk,2019,Medium credit risk,Share with outstanding debt,Have outstanding debt,82%,922
Credit Risk,2019,High credit risk,Share with outstanding debt,Have outstanding debt,87%,277
Credit Risk,2020,Low credit risk,Share with outstanding debt,Have outstanding debt,81%,4642
Credit Risk,2020,Medium credit risk,Share with outstanding debt,Have outstanding debt,91%,1850
Credit Risk,2020,High credit risk,Share with outstanding debt,Have outstanding debt,86%,466
Credit Risk,2021,Low credit risk,Share with outstanding debt,Have outstanding debt,73%,5080
Credit Risk,2021,Medium credit risk,Share with outstanding debt,Have outstanding debt,88%,2165
Credit Risk,2021,High credit risk,Share with outstanding debt,Have outstanding debt,83%,623
Credit Risk,2022,Low credit risk,Share with outstanding debt,Have outstanding debt,72%,3636
Credit Risk,2022,Medium credit risk,Share with outstanding debt,Have outstanding debt,83%,1648
Credit Risk,2022,High credit risk,Share with outstanding debt,Have outstanding debt,82%,524
Credit Risk,2023,Low credit risk,Share with outstanding debt,Have outstanding debt,73%,3024
Credit Risk,2023,Medium credit risk,Share with outstanding debt,Have outstanding debt,84%,1168
Credit Risk,2023,High credit risk,Share with outstanding debt,Have outstanding debt,84%,342
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),Actions taken in response to financial challenges,Used personal funds,69%,273
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),Actions taken in response to financial challenges,Used personal funds,62%,7160
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),Actions taken in response to financial challenges,Used personal funds,73%,411
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),Actions taken in response to financial challenges,Used personal funds,60%,8641
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),Actions taken in response to financial challenges,Used personal funds,59%,464
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),Actions taken in response to financial challenges,Used personal funds,53%,6786
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),Actions taken in response to financial challenges,Used personal funds,62%,277
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),Actions taken in response to financial challenges,Used personal funds,53%,4847
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",26%,297
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",28%,8553
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",28%,432
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",24%,9620
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",39%,481
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",40%,7124
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",42%,288
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",37%,5146
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),39%,83
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),50%,2279
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),29%,124
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),47%,2225
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),47%,186
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),53%,2770
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),45%,118
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),52%,1827
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),Current financial condition,Poor or fair,64%,312
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),Current financial condition,Poor or fair,58%,8786
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),Current financial condition,Poor or fair,63%,444
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),Current financial condition,Poor or fair,59%,9924
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),Current financial condition,Poor or fair,53%,481
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),Current financial condition,Poor or fair,57%,7124
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),Current financial condition,Poor or fair,61%,288
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),Current financial condition,Poor or fair,55%,5145
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),"Employment change, prior 12 months",Increased,13%,304
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),"Employment change, prior 12 months",Increased,12%,8550
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),"Employment change, prior 12 months",Increased,26%,423
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),"Employment change, prior 12 months",Increased,24%,9635
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),"Employment change, prior 12 months",Increased,37%,458
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),"Employment change, prior 12 months",Increased,28%,6835
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),"Employment change, prior 12 months",Increased,30%,285
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),"Employment change, prior 12 months",Increased,29%,5042
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),"Employment expectations, next 12 months",Will increase,27%,307
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),"Employment expectations, next 12 months",Will increase,32%,8570
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),"Employment expectations, next 12 months",Will increase,38%,423
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),"Employment expectations, next 12 months",Will increase,41%,9697
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),"Employment expectations, next 12 months",Will increase,45%,464
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),"Employment expectations, next 12 months",Will increase,38%,6883
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),"Employment expectations, next 12 months",Will increase,44%,284
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),"Employment expectations, next 12 months",Will increase,39%,5070
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),"Profitability, end of prior year",Operating at a profit,66%,297
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),"Profitability, end of prior year",Operating at a profit,65%,8362
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),"Profitability, end of prior year",Operating at a profit,29%,419
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),"Profitability, end of prior year",Operating at a profit,35%,9256
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),"Profitability, end of prior year",Operating at a profit,36%,459
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),"Profitability, end of prior year",Operating at a profit,46%,6785
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),"Profitability, end of prior year",Operating at a profit,40%,281
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),"Profitability, end of prior year",Operating at a profit,47%,4965
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),"Revenue change, prior 12 months",Increased,13%,310
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),"Revenue change, prior 12 months",Increased,14%,8689
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),"Revenue change, prior 12 months",Increased,37%,432
